Line, Text, Length, Word, Foot, Half-line
1,"ὣς",long,1,1,hemi1,
1,"οἳ",long,2,1,hemi1,
1,"μὲν",long,3,2,hemi1,
1,"πε",short,4,2,hemi1,
1,"ρὶ",short,4,2,hemi1,
1,"νη",long,5,3,hemi1,
1,"ὸς",short,5,3,hemi1,
1,"ἐ",short,6,3,hemi2,
1,"ϋ",long,6,4,hemi2,
1,"σσέ",long,6,4,hemi2,
1,"λμοι",long,6,5,hemi2,
1,"ο",short,6,5,hemi2,
1,"μά",short,7,5,hemi2,
1,"χο",long,7,6,hemi2,
1,"ντο·",long,7,6,hemi2,
2,"Πά",long,1,1,hemi1,
2,"τρο",long,1,1,hemi1,
2,"κλος",long,1,2,hemi1,
2,"δ’Ἀ",short,2,2,hemi1,
2,"χι",short,2,2,hemi1,
2,"λῆ",long,2,3,hemi1,
2,"ϊ",short,2,3,hemi1,
2,"πα",short,3,3,hemi2,
2,"ρί",long,3,4,hemi2,
2,"στα",short,3,4,hemi2,
2,"το",short,3,4,hemi2,
2,"ποι",long,4,5,hemi2,
2,"μέ",short,4,5,hemi2,
2,"νι",short,4,5,hemi2,
2,"λα",long,5,6,hemi2,
2,"ῶν",long,5,6,hemi2,
3,"δά",long,1,1,hemi1,
3,"κρυ",short,1,1,hemi1,
3,"α",short,1,1,hemi1,
3,"θε",long,2,2,hemi1,
3,"ρμὰ",short,2,2,hemi1,
3,"χέ",short,3,2,hemi1,
3,"ων",long,3,3,hemi1,
3,"ὥς",long,4,3,hemi2,
3,"τε",long,5,4,hemi2,
3,"κρή",long,6,4,hemi2,
3,"νη",long,6,5,hemi2,
3,"με",short,7,5,hemi2,
3,"λά",short,7,5,hemi2,
3,"νυ",long,7,6,hemi2,
3,"δρος,",long,7,6,hemi2,
4,"ἥ",long,1,1,hemi1,
4,"τε",short,2,1,hemi1,
4,"κατ’",short,3,1,hemi1,
4,"αἰ",long,4,2,hemi1,
4,"γί",short,4,2,hemi1,
4,"λι",short,4,2,hemi1,
4,"πος",long,4,3,hemi1,
4,"πέ",long,5,3,hemi2,
4,"τρης",long,5,4,hemi2,
4,"δνο",short,6,4,hemi2,
4,"φε",short,6,4,hemi2,
4,"ρὸν",long,6,5,hemi2,
4,"χέ",short,7,5,hemi2,
4,"ει",short,7,5,hemi2,
4,"ὕ",long,8,6,hemi2,
4,"δωρ.",long,8,6,hemi2,
5,"τὸν",long,1,1,hemi1,
5,"δὲ",short,2,1,hemi1,
5,"ἰ",short,3,1,hemi1,
5,"δὼν",long,3,2,hemi1,
5,"ᾤ",long,4,2,hemi1,
5,"κτι",long,4,3,hemi1,
5,"ρε",short,4,3,hemi1,
5,"πο",short,5,3,hemi2,
5,"δά",long,5,4,hemi2,
5,"ρκης",long,5,4,hemi2,
5,"δῖ",long,6,5,hemi2,
5,"ος",short,6,5,hemi2,
5,"Ἀ",short,7,5,hemi2,
5,"χι",long,7,6,hemi2,
5,"λλεύς,",long,7,6,hemi2,
6,"καί",long,1,1,hemi1,
6,"μιν",long,2,1,hemi1,
6,"φω",long,3,2,hemi1,
6,"νή",long,3,2,hemi1,
6,"σας",long,3,3,hemi1,
6,"ἔ",short,4,3,hemi2,
6,"πε",short,4,3,hemi2,
6,"α",long,4,4,hemi2,
6,"πτε",short,5,4,hemi2,
6,"ρό",short,5,4,hemi2,
6,"ε",long,5,5,hemi2,
6,"ντα",short,5,5,hemi2,
6,"προ",short,6,5,hemi2,
6,"σηύ",long,6,6,hemi2,
6,"δα·",long,6,6,hemi2,
7,"τί",long,1,1,hemi1,Achilles
7,"πτε",short,1,1,hemi1,Achilles
7,"δε",short,2,1,hemi1,Achilles
7,"δά",long,2,2,hemi1,Achilles
7,"κρυ",long,2,2,hemi1,Achilles
7,"σαι",long,2,3,hemi1,Achilles
