Line, Text, Length, Word, Foot, Half-line
1,"Ἔνθ’",long,1,1,hemi1,
1,"αὖ",long,2,1,hemi1,
1,"Τυ",long,3,2,hemi1,
1,"δε",short,3,2,hemi1,
1,"ΐ",short,3,2,hemi1,
1,"δῃ",long,3,3,hemi1,
1,"Δι",short,4,3,hemi2,
1,"ο",short,4,3,hemi2,
1,"μή",long,4,4,hemi2,
1,"δε",short,4,4,hemi2,
1,"ϊ",short,4,4,hemi2,
1,"Παλ",long,5,5,hemi2,
1,"λὰς",short,5,5,hemi2,
1,"Ἀ",short,6,5,hemi2,
1,"θή",long,6,6,hemi2,
1,"νη",long,6,6,hemi2,
2,"δῶ",long,1,1,hemi1,
2,"κε",short,1,1,hemi1,
2,"μέ",short,2,1,hemi1,
2,"νος",long,2,2,hemi1,
2,"καὶ",long,3,2,hemi1,
2,"θάρ",long,4,3,hemi1,
2,"σος,",short,4,3,hemi1,
2,"ἵν’",short,5,3,hemi2,
2,"ἔκ",long,6,4,hemi2,
2,"δη",long,6,4,hemi2,
2,"λος",long,6,5,hemi2,
2,"με",short,7,5,hemi2,
2,"τὰ",short,7,5,hemi2,
2,"πᾶ",long,8,6,hemi2,
2,"σιν",long,8,6,hemi2,
3,"Ἀρ",long,1,1,hemi1,
3,"γεί",long,1,1,hemi1,
3,"οι",long,1,2,hemi1,
3,"σι",short,1,2,hemi1,
3,"γέ",short,2,2,hemi1,
3,"νοι",long,2,3,hemi1,
3,"το",short,2,3,hemi1,
3,"ἰ",short,3,3,hemi2,
3,"δὲ",long,3,4,hemi2,
3,"κλέ",short,4,4,hemi2,
3,"ος",short,4,4,hemi2,
3,"ἐσ",long,5,5,hemi2,
3,"θλὸν",short,5,5,hemi2,
3,"ἄ",short,6,5,hemi2,
3,"ροι",long,6,6,hemi2,
3,"το·",long,6,6,hemi2,
4,"δαῖ",long,1,1,hemi1,
4,"έ",short,1,1,hemi1,
4,"οἱ",short,2,1,hemi1,
4,"ἐκ",long,3,2,hemi1,
4,"κό",short,4,2,hemi1,
4,"ρυ",short,4,2,hemi1,
4,"θός",long,4,3,hemi1,
4,"τε",short,5,3,hemi1,
4,"καὶ",short,6,3,hemi2,
4,"ἀ",long,7,4,hemi2,
4,"σπί",short,7,4,hemi2,
4,"δος",short,7,4,hemi2,
4,"ἀ",long,8,5,hemi2,
4,"κά",short,8,5,hemi2,
4,"μα",short,8,5,hemi2,
4,"τον",long,8,6,hemi2,
4,"πῦρ",long,9,6,hemi2,
5,"ἀ",long,1,1,hemi1,
5,"στέρ’",short,1,1,hemi1,
5,"ὀ",short,2,1,hemi1,
5,"πω",long,2,2,hemi1,
5,"ρι",long,2,2,hemi1,
5,"νῷ",long,2,3,hemi1,
5,"ἐ",short,3,3,hemi2,
5,"να",short,3,3,hemi2,
5,"λίγ",long,3,4,hemi2,
5,"κι",short,3,4,hemi2,
5,"ον,",short,3,4,hemi2,
5,"ὅς",long,4,5,hemi2,
5,"τε",short,5,5,hemi2,
5,"μά",short,6,5,hemi2,
5,"λι",long,6,6,hemi2,
5,"στα",long,6,6,hemi2,
6,"λαμ",long,1,1,hemi1,
6,"πρὸν",long,1,1,hemi1,
6,"παμ",long,2,2,hemi1,
6,"φαί",long,2,2,hemi1,
6,"νῃ",long,2,3,hemi1,
6,"σι",short,2,3,hemi1,
6,"λε",short,3,3,hemi2,
6,"λου",long,3,4,hemi2,
6,"μέ",short,3,4,hemi2,
6,"νος",short,3,4,hemi2,
6,"ὠ",long,4,5,hemi2,
6,"κε",short,4,5,hemi2,
6,"α",short,4,5,hemi2,
6,"νοῖ",long,4,6,hemi2,
6,"ο·",long,4,6,hemi2,
7,"τοῖ",long,1,1,hemi1,
7,"όν",long,1,1,hemi1,
