Line, Text, Length, Word, Foot, Half-line
1,"Ζεὺς",long,1,1,hemi1,
1,"δ’ἐ",short,2,1,hemi1,
1,"πεὶ",short,2,1,hemi1,
1,"οὖν",long,3,2,hemi1,
1,"Τρῶ",long,4,2,hemi1,
1,"άς",long,4,3,hemi1,
1,"τε",short,5,3,hemi1,
1,"καὶ",short,6,3,hemi2,
1,"Ἕ",long,7,4,hemi2,
1,"κτο",short,7,4,hemi2,
1,"ρα",short,7,4,hemi2,
1,"νηυ",long,8,5,hemi2,
1,"σὶ",short,8,5,hemi2,
1,"πέ",short,9,5,hemi2,
1,"λα",long,9,6,hemi2,
1,"σσε,",long,9,6,hemi2,
2,"τοὺς",long,1,1,hemi1,
2,"μὲν",short,2,1,hemi1,
2,"ἔ",short,3,1,hemi1,
2,"α",long,3,2,hemi1,
2,"πα",short,4,2,hemi1,
2,"ρὰ",short,4,2,hemi1,
2,"τῇ",long,5,3,hemi1,
2,"σι",short,5,3,hemi1,
2,"πό",short,6,3,hemi2,
2,"νον",long,6,4,hemi2,
2,"τ’ἐ",short,7,4,hemi2,
2,"χέ",short,7,4,hemi2,
2,"μεν",long,7,5,hemi2,
2,"καὶ",short,8,5,hemi2,
2,"ὀ",short,9,5,hemi2,
2,"ϊ",long,9,6,hemi2,
2,"ζὺν",long,9,6,hemi2,
3,"νω",long,1,1,hemi1,
3,"λε",short,1,1,hemi1,
3,"μέ",short,1,1,hemi1,
3,"ως,",long,1,2,hemi1,
3,"αὐ",long,2,2,hemi1,
3,"τὸς",long,2,3,hemi1,
3,"δὲ",short,3,3,hemi1,
3,"πά",short,4,3,hemi2,
3,"λιν",long,4,4,hemi2,
3,"τρέ",short,5,4,hemi2,
3,"πεν",short,5,4,hemi2,
3,"ὄ",long,6,5,hemi2,
3,"σσε",short,6,5,hemi2,
3,"φα",short,7,5,hemi2,
3,"ει",long,7,6,hemi2,
3,"νὼ",long,7,6,hemi2,
4,"νό",long,1,1,hemi1,
4,"σφιν",short,1,1,hemi1,
4,"ἐφ’",short,2,1,hemi1,
4,"ἱ",long,3,2,hemi1,
4,"ππο",short,3,2,hemi1,
4,"πό",short,3,2,hemi1,
4,"λων",long,3,3,hemi1,
4,"Θρῃ",long,4,3,hemi2,
4,"κῶν",long,4,4,hemi2,
4,"κα",short,5,4,hemi2,
4,"θο",short,5,4,hemi2,
4,"ρώ",long,5,5,hemi2,
4,"με",short,5,5,hemi2,
4,"νος",short,5,5,hemi2,
4,"αἶ",long,6,6,hemi2,
4,"αν",long,6,6,hemi2,
5,"Μυ",long,1,1,hemi1,
5,"σῶν",long,1,1,hemi1,
5,"τ’ἀ",long,2,2,hemi1,
5,"γχε",short,2,2,hemi1,
5,"μά",short,2,2,hemi1,
5,"χων",long,2,3,hemi1,
5,"καὶ",short,3,3,hemi1,
5,"ἀ",short,4,3,hemi2,
5,"γαυ",long,4,4,hemi2,
5,"ῶν",long,4,4,hemi2,
5,"ἱ",long,5,5,hemi2,
5,"ππη",long,5,5,hemi2,
5,"μο",long,5,6,hemi2,
5,"λγῶν",long,5,6,hemi2,
6,"γλα",long,1,1,hemi1,
6,"κτο",short,1,1,hemi1,
6,"φά",short,1,1,hemi1,
6,"γων",long,1,2,hemi1,
6,"Ἀ",short,2,2,hemi1,
6,"βί",short,2,2,hemi1,
6,"ων",long,2,3,hemi1,
6,"τε",short,3,3,hemi1,
6,"δι",short,4,3,hemi2,
6,"και",long,4,4,hemi2,
6,"ο",short,4,4,hemi2,
6,"τά",short,4,4,hemi2,
6,"των",long,4,5,hemi2,
6,"ἀ",long,5,5,hemi2,
6,"νθρώ",long,5,6,hemi2,
6,"πων.",long,5,6,hemi2,
7,"ἐς",long,1,1,hemi1,
7,"Τροί",long,2,1,hemi1,
7,"ην",long,2,2,hemi1,
7,"δ’οὐ",long,3,2,hemi1,
7,"πά",long,4,3,hemi1,
7,"μπαν",short,4,3,hemi1,
7,"ἔ",short,5,3,hemi2,
7,"τι",long,5,4,hemi2,
7,"τρέ",short,6,4,hemi2,
7,"πεν",short,6,4,hemi2,
7,"ὄ",long,7,5,hemi2,
7,"σσε",short,7,5,hemi2,
7,"φα",short,8,5,hemi2,
7,"ει",long,8,6,hemi2,
7,"νώ·",long,8,6,hemi2,
8,"οὐ",long,1,1,hemi1,
8,"γὰρ",short,2,1,hemi1,
8,"ὅ",short,3,1,hemi1,
8,"γ’ἀ",long,4,2,hemi1,
8,"θα",short,4,2,hemi1,
8,"νά",short,4,2,hemi1,
8,"των",long,4,3,hemi1,
8,"τι",short,5,3,hemi2,
8,"να",short,5,3,hemi2,
8,"ἔ",long,6,4,hemi2,
8,"λπε",short,6,4,hemi2,
8,"το",short,6,4,hemi2,
8,"ὃν",long,7,5,hemi2,
8,"κα",short,8,5,hemi2,
8,"τὰ",short,8,5,hemi2,
8,"θυ",long,9,6,hemi2,
8,"μὸν",long,9,6,hemi2,
9,"ἐ",long,1,1,hemi1,
9,"λθόντ’",long,1,1,hemi1,
9,"ἢ",long,2,2,hemi1,
9,"Τρώ",long,3,2,hemi1,
9,"ε",long,3,3,hemi1,
9,"σσιν",short,3,3,hemi1,
9,"ἀ",short,4,3,hemi2,
9,"ρη",long,4,4,hemi2,
9,"ξέ",short,4,4,hemi2,
9,"μεν",short,4,4,hemi2,
9,"ἢ",long,5,5,hemi2,
9,"Δα",short,6,5,hemi2,
9,"να",short,6,5,hemi2,
9,"οῖ",long,6,6,hemi2,
9,"σιν.",long,6,6,hemi2,
10,"οὐδ’",long,1,1,hemi1,
10,"ἀ",short,2,1,hemi1,
10,"λα",short,2,1,hemi1,
10,"ο",long,2,2,hemi1,
10,"σκο",short,2,2,hemi1,
10,"πι",short,2,2,hemi1,
10,"ὴν",long,2,3,hemi1,
10,"εἶ",long,3,3,hemi2,
10,"χε",long,3,4,hemi2,
10,"κρεί",long,4,4,hemi2,
10,"ων",long,4,5,hemi2,
10,"ἐ",short,5,5,hemi2,
10,"νο",short,5,5,hemi2,
10,"σί",long,5,6,hemi2,
10,"χθων·",long,5,6,hemi2,
11,"καὶ",long,1,1,hemi1,
11,"γὰρ",short,2,1,hemi1,
11,"ὃ",short,3,1,hemi1,
11,"θαυ",long,4,2,hemi1,
11,"μά",long,4,2,hemi1,
11,"ζων",long,4,3,hemi1,
11,"ἧ",long,5,3,hemi2,
11,"στο",long,5,4,hemi2,
11,"πτό",short,6,4,hemi2,
11,"λε",short,6,4,hemi2,
11,"μόν",long,6,5,hemi2,
11,"τε",short,7,5,hemi2,
11,"μά",short,8,5,hemi2,
11,"χην",long,8,6,hemi2,
11,"τε",long,9,6,hemi2,
12,"ὑ",long,1,1,hemi1,
12,"ψοῦ",short,1,1,hemi1,
12,"ἐπ’",short,2,1,hemi1,
12,"ἀ",long,3,2,hemi1,
12,"κρο",short,3,2,hemi1,
12,"τά",short,3,2,hemi1,
12,"της",long,3,3,hemi1,
12,"κο",short,4,3,hemi2,
12,"ρυ",short,4,3,hemi2,
12,"φῆς",long,4,4,hemi2,
12,"Σά",short,5,4,hemi2,
12,"μου",short,5,4,hemi2,
12,"ὑ",long,6,5,hemi2,
12,"λη",long,6,5,hemi2,
12,"έ",long,6,6,hemi2,
