Line, Text, Length, Word, Foot, Half-line
1,"λῦ",long,1,1,hemi1,
1,"το",short,1,1,hemi1,
1,"δ’ἀ",short,2,1,hemi1,
1,"γών,",long,2,2,hemi1,
1,"λα",long,3,2,hemi1,
1,"οὶ",long,3,3,hemi1,
1,"δὲ",short,4,3,hemi1,
1,"θο",short,5,3,hemi2,
1,"ὰς",long,5,4,hemi2,
1,"ἐ",short,6,4,hemi2,
1,"πὶ",short,6,4,hemi2,
1,"νῆ",long,7,5,hemi2,
1,"ας",short,7,5,hemi2,
1,"ἕ",short,8,5,hemi2,
1,"κα",long,8,6,hemi2,
1,"στοι",long,8,6,hemi2,
2,"ἐ",long,1,1,hemi1,
2,"σκίδ",long,1,1,hemi1,
2,"ναντ’",long,1,2,hemi1,
2,"ἰ",short,2,2,hemi1,
2,"έ",short,2,2,hemi1,
2,"ναι.",long,2,3,hemi1,
2,"τοὶ",long,3,3,hemi2,
2,"μὲν",long,4,4,hemi2,
2,"δόρ",long,5,4,hemi2,
2,"ποι",long,5,5,hemi2,
2,"ο",short,5,5,hemi2,
2,"μέ",short,6,5,hemi2,
2,"δον",long,6,6,hemi2,
2,"το",long,6,6,hemi2,
3,"ὕπ",long,1,1,hemi1,
3,"νου",long,1,1,hemi1,
3,"τε",long,2,2,hemi1,
3,"γλυ",short,3,2,hemi1,
3,"κε",short,3,2,hemi1,
3,"ροῦ",long,3,3,hemi1,
3,"ταρ",long,4,3,hemi2,
3,"πή",long,4,4,hemi2,
3,"με",short,4,4,hemi2,
3,"ναι·",short,4,4,hemi2,
3,"αὐ",long,5,5,hemi2,
3,"τὰρ",short,5,5,hemi2,
3,"Ἀ",short,6,5,hemi2,
3,"χιλ",long,6,6,hemi2,
3,"λεὺς",long,6,6,hemi2,
4,"κλαῖ",long,1,1,hemi1,
4,"ε",short,1,1,hemi1,
4,"φί",short,2,1,hemi1,
4,"λου",long,2,2,hemi1,
4,"ἑ",short,3,2,hemi1,
4,"τά",short,3,2,hemi1,
4,"ρου",long,3,3,hemi1,
4,"μεμ",long,4,3,hemi2,
4,"νη",long,4,4,hemi2,
4,"μέ",short,4,4,hemi2,
4,"νος,",short,4,4,hemi2,
4,"οὐ",long,5,5,hemi2,
4,"δέ",short,5,5,hemi2,
4,"μιν",short,6,5,hemi2,
4,"ὕπ",long,7,6,hemi2,
4,"νος",long,7,6,hemi2,
5,"ᾕ",long,1,1,hemi1,
5,"ρει",long,1,1,hemi1,
5,"παν",long,2,2,hemi1,
5,"δα",short,2,2,hemi1,
5,"μά",short,2,2,hemi1,
5,"τωρ,",long,2,3,hemi1,
5,"ἀλλ’",long,3,3,hemi2,
5,"ἐσ",long,4,4,hemi2,
5,"τρέ",short,4,4,hemi2,
5,"φετ’",short,4,4,hemi2,
5,"ἔν",long,5,5,hemi2,
5,"θα",short,5,5,hemi2,
5,"καὶ",short,6,5,hemi2,
5,"ἔν",long,7,6,hemi2,
5,"θα",long,7,6,hemi2,
6,"Πα",long,1,1,hemi1,
6,"τρό",long,1,1,hemi1,
6,"κλου",long,1,2,hemi1,
