Line, Text, Length, Word, Foot, Half-line
1,"Ἠ",long,1,1,hemi1,
1,"ὼς",long,1,1,hemi1,
1,"μὲν",long,2,2,hemi1,
1,"κροκ",short,3,2,hemi1,
1,"όπ",short,3,2,hemi1,
1,"επλ",long,3,3,hemi1,
1,"ος",short,3,3,hemi1,
1,"ἀπ’",short,4,3,hemi2,
1,"Ὠκ",long,5,4,hemi2,
1,"ε",short,5,4,hemi2,
1,"αν",short,5,4,hemi2,
1,"οῖ",long,5,5,hemi2,
1,"ο",short,5,5,hemi2,
1,"ῥο",short,6,5,hemi2,
1,"ά",long,6,6,hemi2,
1,"ων",long,6,6,hemi2,
2,"ὄρν",long,1,1,hemi1,
2,"υθ’,",short,1,1,hemi1,
2,"ἵν’",short,2,1,hemi1,
2,"ἀθ",long,3,2,hemi1,
2,"αν",short,3,2,hemi1,
2,"άτ",short,3,2,hemi1,
2,"οισ",long,3,3,hemi1,
2,"ι",short,3,3,hemi1,
2,"φό",short,4,3,hemi2,
2,"ως",long,4,4,hemi2,
2,"φέρ",short,5,4,hemi2,
2,"οι",short,5,4,hemi2,
2,"ἠδ",long,6,5,hemi2,
2,"ὲ",short,6,5,hemi2,
2,"βροτ",short,7,5,hemi2,
2,"οῖσ",long,7,6,hemi2,
2,"ιν·",long,7,6,hemi2,
3,"ἣ",long,1,1,hemi1,
3,"δ’ἐς",long,2,1,hemi1,
3,"νῆ",long,3,2,hemi1,
3,"ας",short,3,2,hemi1,
3,"ἵκ",short,4,2,hemi1,
3,"αν",long,4,3,hemi1,
3,"ε",short,4,3,hemi1,
3,"θε",short,5,3,hemi2,
3,"οῦ",long,5,4,hemi2,
3,"πάρ",short,6,4,hemi2,
3,"α",short,6,4,hemi2,
3,"δῶρ",long,7,5,hemi2,
3,"α",short,7,5,hemi2,
3,"φέρ",short,8,5,hemi2,
3,"ουσ",long,8,6,hemi2,
3,"α.",long,8,6,hemi2,
4,"εὗρ",long,1,1,hemi1,
4,"ε",short,1,1,hemi1,
4,"δὲ",short,2,1,hemi1,
4,"Πατρ",long,3,2,hemi1,
4,"όκλ",long,3,2,hemi1,
4,"ῳ",long,3,3,hemi1,
4,"περ",short,4,3,hemi2,
4,"ικ",short,4,3,hemi2,
4,"είμ",long,4,4,hemi2,
4,"εν",short,4,4,hemi2,
4,"ον",short,4,4,hemi2,
4,"ὃν",long,5,5,hemi2,
4,"φίλ",short,6,5,hemi2,
4,"ον",short,6,5,hemi2,
4,"υἱ",long,7,6,hemi2,
4,"ὸν",long,7,6,hemi2,
5,"κλαί",long,1,1,hemi1,
5,"οντ",long,1,1,hemi1,
5,"α",long,1,2,hemi1,
5,"λιγ",short,2,2,hemi1,
5,"έ",short,2,2,hemi1,
5,"ως·",long,2,3,hemi1,
5,"πολ",short,3,3,hemi2,
5,"έ",short,3,3,hemi2,
5,"ες",long,3,4,hemi2,
5,"δ’ἀμφ’",long,4,4,hemi2,
5,"αὐτ",long,5,5,hemi2,
5,"ὸν",short,5,5,hemi2,
5,"ἑτ",short,6,5,hemi2,
5,"αῖρ",long,6,6,hemi2,
5,"οι",long,6,6,hemi2,
6,"μύρ",long,1,1,hemi1,
6,"ονθ’·",long,1,1,hemi1,
6,"ἣ",long,2,2,hemi1,
6,"δ’ἐν",long,3,2,hemi1,
6,"τοῖσ",long,4,3,hemi1,
6,"ι",short,4,3,hemi1,
6,"παρ",short,5,3,hemi2,
6,"ίστ",long,5,4,hemi2,
6,"ατ",short,5,4,hemi2,
6,"ο",short,5,4,hemi2,
6,"δῖ",long,6,5,hemi2,
6,"α",short,6,5,hemi2,
6,"θε",short,7,5,hemi2,
6,"ά",long,7,6,hemi2,
6,"ων,",long,7,6,hemi2,
7,"ἔν",long,1,1,hemi1,
7,"τ’ἄρ",short,2,1,hemi1,
7,"α",short,2,1,hemi1,
7,"οἱ",long,3,2,hemi1,
7,"φῦ",long,4,2,hemi1,
7,"χειρ",long,5,3,hemi1,
7,"ὶ",short,5,3,hemi1,
7,"ἔπ",short,6,3,hemi2,
7,"ος",long,6,4,hemi2,
7,"τ’ἔφ",short,7,4,hemi2,
7,"ατ’",short,7,4,hemi2,
7,"ἔκ",long,8,5,hemi2,
7,"τ’ὀν",short,9,5,hemi2,
7,"όμ",short,9,5,hemi2,
7,"αζ",long,9,6,hemi2,
7,"ε·",long,9,6,hemi2,
8,"τέκν",long,1,1,hemi1,Thetis
8,"ον",short,1,1,hemi1,Thetis
8,"ἐμ",short,2,1,hemi1,Thetis
8,"ὸν",long,2,2,hemi1,Thetis
8,"τοῦτ",long,3,2,hemi1,Thetis
8,"ον",long,3,3,hemi1,Thetis
8,"μὲν",short,4,3,hemi2,Thetis
8,"ἐ",short,5,3,hemi2,Thetis
8,"άσ",long,5,4,hemi2,Thetis
8,"ομ",short,5,4,hemi2,Thetis
8,"εν",short,5,4,hemi2,Thetis
8,"ἀχν",long,6,5,hemi2,Thetis
8,"ύμ",short,6,5,hemi2,Thetis
8,"εν",short,6,5,hemi2,Thetis
8,"οί",long,6,6,hemi2,Thetis
8,"περ",long,7,6,hemi2,Thetis
9,"κεῖσθ",long,1,1,hemi1,Thetis
9,"αι,",short,1,1,hemi1,Thetis
9,"ἐπ",short,2,1,hemi1,Thetis
9,"εὶ",long,2,2,hemi1,Thetis
9,"δὴ",long,3,2,hemi1,Thetis
9,"πρῶτ",long,4,3,hemi1,Thetis
9,"α",short,4,3,hemi1,Thetis
9,"θε",short,5,3,hemi2,Thetis
9,"ῶν",long,5,4,hemi2,Thetis
9,"ἰ",short,6,4,hemi2,Thetis
9,"ότ",short,6,4,hemi2,Thetis
9,"ητ",long,6,5,hemi2,Thetis
9,"ι",short,6,5,hemi2,Thetis
9,"δαμ",short,7,5,hemi2,Thetis
9,"άσθ",long,7,6,hemi2,Thetis
9,"η·",long,7,6,hemi2,Thetis
10,"τύν",long,1,1,hemi1,Thetis
10,"η",long,1,1,hemi1,Thetis
10,"δ’Ἡφ",long,2,2,hemi1,Thetis
10,"αίστ",long,2,2,hemi1,Thetis
10,"οι",long,2,3,hemi1,Thetis
10,"ο",short,2,3,hemi1,Thetis
10,"πάρ",short,3,3,hemi2,Thetis
10,"α",long,3,4,hemi2,Thetis
10,"κλυτ",short,4,4,hemi2,Thetis
10,"ὰ",short,4,4,hemi2,Thetis
10,"τεύχ",long,5,5,hemi2,Thetis
10,"ε",short,5,5,hemi2,Thetis
10,"α",short,5,5,hemi2,Thetis
10,"δέξ",long,6,6,hemi2,Thetis
10,"ο",long,6,6,hemi2,Thetis
11,"καλ",long,1,1,hemi1,Thetis
11,"ὰ",short,1,1,hemi1,Thetis
11,"μάλ’,",short,2,1,hemi1,Thetis
11,"οἷ’",long,3,2,hemi1,Thetis
11,"οὔ",long,4,2,hemi1,Thetis
11,"πώ",long,5,3,hemi1,Thetis
11,"τις",short,6,3,hemi1,Thetis
11,"ἀν",short,7,3,hemi2,Thetis
11,"ὴρ",long,7,4,hemi2,Thetis
11,"ὤμ",long,8,4,hemi2,Thetis
11,"οισ",long,8,5,hemi2,Thetis
11,"ι",short,8,5,hemi2,Thetis
11,"φόρ",short,9,5,hemi2,Thetis
11,"ησ",long,9,6,hemi2,Thetis
11,"εν.",long,9,6,hemi2,Thetis
12,"ὡς",long,1,1,hemi1,
12,"ἄρ",short,2,1,hemi1,
12,"α",short,2,1,hemi1,
12,"φων",long,3,2,hemi1,
12,"ήσ",long,3,2,hemi1,
12,"ασ",long,3,3,hemi1,
12,"α",short,3,3,hemi1,
12,"θε",short,4,3,hemi2,
12,"ὰ",long,4,4,hemi2,
12,"κατ",short,5,4,hemi2,
12,"ὰ",short,5,4,hemi2,
12,"τεύχ",long,6,5,hemi2,
12,"ε’",short,6,5,hemi2,
12,"ἔθ",short,7,5,hemi2,
12,"ηκ",long,7,6,hemi2,
12,"ε",long,7,6,hemi2,
13,"πρόσθ",long,1,1,hemi1,
13,"εν",short,1,1,hemi1,
13,"Ἀχ",short,2,1,hemi1,
13,"ιλλ",long,2,2,hemi1,
13,"ῆ",long,2,2,hemi1,
13,"ος·",long,2,3,hemi1,
13,"τὰ",short,3,3,hemi2,
13,"δ’ἀν",short,4,3,hemi2,
13,"έβρ",long,4,4,hemi2,
13,"αχ",short,4,4,hemi2,
13,"ε",short,4,4,hemi2,
13,"δαίδ",long,5,5,hemi2,
13,"αλ",short,5,5,hemi2,
13,"α",short,5,5,hemi2,
13,"πάντ",long,6,6,hemi2,
13,"α.",long,6,6,hemi2,
14,"Μυρμ",long,1,1,hemi1,
14,"ιδ",short,1,1,hemi1,
14,"όν",short,1,1,hemi1,
14,"ας",long,1,2,hemi1,
14,"δ’ἄρ",short,2,2,hemi1,
14,"α",short,2,2,hemi1,
14,"πάντ",long,3,3,hemi1,
14,"ας",short,3,3,hemi1,
14,"ἕλ",short,4,3,hemi2,
14,"ε",long,4,4,hemi2,
14,"τρόμ",short,5,4,hemi2,
14,"ος,",short,5,4,hemi2,
14,"οὐδ",long,6,5,hemi2,
14,"έ",short,6,5,hemi2,
14,"τις",short,7,5,hemi2,
14,"ἔτλ",long,8,6,hemi2,
14,"η",long,8,6,hemi2,
15,"ἄντ",long,1,1,hemi1,
15,"ην",long,1,1,hemi1,
15,"εἰσ",long,2,2,hemi1,
15,"ιδ",short,2,2,hemi1,
15,"έ",short,2,2,hemi1,
15,"ειν,",long,2,3,hemi1,
15,"ἀλλ’",long,3,3,hemi2,
15,"ἔτρ",long,4,4,hemi2,
15,"εσ",short,4,4,hemi2,
15,"αν.",short,4,4,hemi2,
15,"αὐτ",long,5,5,hemi2,
15,"ὰρ",short,5,5,hemi2,
15,"Ἀχ",short,6,5,hemi2,
15,"ιλλ",long,6,6,hemi2,
15,"εὺς",long,6,6,hemi2,
16,"ὡς",long,1,1,hemi1,
16,"εἶδ’,",long,2,1,hemi1,
16,"ὥς",long,3,2,hemi1,
16,"μιν",long,4,2,hemi1,
16,"μᾶλλ",long,5,3,hemi1,
16,"ον",short,5,3,hemi1,
16,"ἔδ",short,6,3,hemi2,
16,"υ",long,6,4,hemi2,
16,"χόλ",short,7,4,hemi2,
16,"ος,",short,7,4,hemi2,
16,"ἐν",long,8,5,hemi2,
16,"δέ",short,9,5,hemi2,
16,"οἱ",short,10,5,hemi2,
16,"ὄσσ",long,11,6,hemi2,
16,"ε",long,11,6,hemi2,
17,"δειν",long,1,1,hemi1,
17,"ὸν",short,1,1,hemi1,
17,"ὑπ",short,2,1,hemi1,
17,"ὸ",long,2,2,hemi1,
17,"βλεφ",short,3,2,hemi1,
17,"άρ",short,3,2,hemi1,
17,"ων",long,3,3,hemi1,
17,"ὡς",long,4,3,hemi2,
17,"εἰ",long,5,4,hemi2,
17,"σέλ",short,6,4,hemi2,
17,"ας",short,6,4,hemi2,
17,"ἐξ",long,7,5,hemi2,
17,"εφ",short,7,5,hemi2,
17,"ά",short,7,5,hemi2,
17,"ανθ",long,7,6,hemi2,
