Line, Text, Length, Word, Foot, Half-line
1,"Τρώ",long,1,1,hemi1,
1,"ων",long,1,1,hemi1,
1,"δ’οἰ",long,2,2,hemi1,
1,"ώ",long,2,2,hemi1,
1,"θη",long,2,3,hemi1,
1,"καὶ",short,3,3,hemi2,
1,"Ἀ",short,4,3,hemi2,
1,"χαι",long,4,4,hemi2,
1,"ῶν",long,4,4,hemi2,
1,"φύ",long,5,5,hemi2,
1,"λο",short,5,5,hemi2,
1,"πις",short,5,5,hemi2,
1,"αἰ",long,6,6,hemi2,
1,"νή·",long,6,6,hemi2,
2,"πολ",long,1,1,hemi1,
2,"λὰ",short,1,1,hemi1,
2,"δ’ἄρ’",short,2,1,hemi1,
2,"ἔν",long,3,2,hemi1,
2,"θα",short,3,2,hemi1,
2,"καὶ",short,4,2,hemi1,
2,"ἔνθ’",long,5,3,hemi1,
2,"ἴ",long,6,3,hemi2,
2,"θυ",long,6,4,hemi2,
2,"σε",short,6,4,hemi2,
2,"μά",short,7,4,hemi2,
2,"χη",long,7,5,hemi2,
2,"πε",short,8,5,hemi2,
2,"δί",short,8,5,hemi2,
2,"οι",long,8,6,hemi2,
2,"ο",long,8,6,hemi2,
3,"ἀλ",long,1,1,hemi1,
3,"λή",long,1,1,hemi1,
3,"λων",long,1,2,hemi1,
3,"ἰ",long,2,2,hemi1,
3,"θυ",long,2,3,hemi1,
3,"νο",short,2,3,hemi1,
3,"μέ",short,2,3,hemi1,
3,"νων",long,2,4,hemi1,
3,"χαλ",long,3,4,hemi2,
3,"κή",long,3,5,hemi2,
3,"ρε",short,3,5,hemi2,
3,"α",short,3,5,hemi2,
3,"δοῦ",long,4,6,hemi2,
3,"ρα",long,4,6,hemi2,
4,"μεσ",long,1,1,hemi1,
4,"ση",long,1,1,hemi1,
4,"γὺς",long,1,2,hemi1,
4,"Σι",short,2,2,hemi1,
4,"μό",short,2,2,hemi1,
4,"εν",long,2,3,hemi1,
4,"τος",short,2,3,hemi1,
4,"ἰ",short,3,3,hemi2,
4,"δὲ",long,3,4,hemi2,
4,"Ξάν",long,4,4,hemi2,
4,"θοι",long,4,5,hemi2,
4,"ο",short,4,5,hemi2,
4,"ῥο",short,5,5,hemi2,
4,"ά",long,5,6,hemi2,
4,"ων.",long,5,6,hemi2,
5,"Αἴ",long,1,1,hemi1,
5,"ας",long,1,1,hemi1,
5,"δὲ",long,2,2,hemi1,
5,"πρῶ",long,3,2,hemi1,
5,"τος",long,3,3,hemi1,
5,"Τε",short,4,3,hemi2,
5,"λα",short,4,3,hemi2,
5,"μώ",long,4,4,hemi2,
5,"νι",short,4,4,hemi2,
5,"ος",short,4,4,hemi2,
5,"ἕρ",long,5,5,hemi2,
5,"κος",short,5,5,hemi2,
5,"Ἀ",short,6,5,hemi2,
