Line, Text, Length, Word, Foot, Half-line
1,"ἀλλ’",long,1,1,hemi1,
1,"ὅ",short,2,1,hemi1,
1,"τε",short,2,1,hemi1,
1,"δὴ",long,3,2,hemi1,
1,"πό",short,4,2,hemi1,
1,"ρον",short,4,2,hemi1,
1,"ἷ",long,5,3,hemi1,
1,"ξον",short,5,3,hemi1,
1,"ἐ",short,6,3,hemi2,
1,"ϋρ",long,6,4,hemi2,
1,"ρεῖ",long,6,4,hemi2,
1,"ος",long,6,5,hemi2,
1,"πο",short,7,5,hemi2,
1,"τα",short,7,5,hemi2,
1,"μοῖ",long,7,6,hemi2,
1,"ο",long,7,6,hemi2,
2,"Ξάν",long,1,1,hemi1,
2,"θου",long,1,1,hemi1,
2,"δι",long,2,2,hemi1,
2,"νή",long,2,2,hemi1,
2,"εν",long,2,3,hemi1,
2,"τος,",short,2,3,hemi1,
2,"ὃν",short,3,3,hemi2,
2,"ἀ",long,4,4,hemi2,
2,"θά",short,4,4,hemi2,
2,"να",short,4,4,hemi2,
2,"τος",long,4,5,hemi2,
2,"τέ",short,5,5,hemi2,
2,"κε",short,5,5,hemi2,
2,"το",long,5,6,hemi2,
2,"Ζεύς,",long,6,6,hemi2,
3,"ἔν",long,1,1,hemi1,
3,"θα",short,1,1,hemi1,
3,"δι",short,2,1,hemi1,
3,"ατ",long,2,2,hemi1,
3,"μή",long,2,2,hemi1,
3,"ξας",long,2,3,hemi1,
3,"τοὺς",long,3,3,hemi2,
3,"μὲν",long,4,4,hemi2,
3,"πε",short,5,4,hemi2,
3,"δί",short,5,4,hemi2,
3,"ον",long,5,5,hemi2,
3,"δὲ",short,6,5,hemi2,
3,"δί",short,7,5,hemi2,
3,"ω",long,7,6,hemi2,
3,"κε",long,7,6,hemi2,
4,"πρὸς",long,1,1,hemi1,
4,"πό",short,2,1,hemi1,
4,"λιν,",short,2,1,hemi1,
4,"ᾗ",long,3,2,hemi1,
4,"περ",short,4,2,hemi1,
4,"Ἀ",short,5,2,hemi1,
4,"χαι",long,5,3,hemi1,
4,"οὶ",short,5,3,hemi1,
4,"ἀ",short,6,3,hemi2,
4,"τυ",long,6,4,hemi2,
4,"ζό",short,6,4,hemi2,
4,"με",short,6,4,hemi2,
4,"νοι",long,6,5,hemi2,
4,"φο",short,7,5,hemi2,
4,"βέ",short,7,5,hemi2,
4,"ον",long,7,6,hemi2,
4,"το",long,7,6,hemi2,
5,"ἤ",long,1,1,hemi1,
5,"μα",short,1,1,hemi1,
5,"τι",short,1,1,hemi1,
5,"τῷ",long,2,2,hemi1,
5,"προ",short,3,2,hemi1,
5,"τέ",short,3,2,hemi1,
5,"ρῳ,",long,3,3,hemi1,
5,"ὅ",short,4,3,hemi2,
5,"τε",short,4,3,hemi2,
5,"μαί",long,5,4,hemi2,
