Line, Text, Length, Word, Foot, Half-line
1,"Οἳ",long,1,1,hemi1,
1,"δὲ",short,2,1,hemi1,
1,"θε",short,3,1,hemi1,
1,"οὶ",long,3,2,hemi1,
1,"πὰρ",long,4,2,hemi1,
1,"Ζη",long,5,3,hemi1,
1,"νὶ",short,5,3,hemi1,
1,"κα",short,6,3,hemi2,
1,"θή",long,6,4,hemi2,
1,"με",short,6,4,hemi2,
1,"νοι",short,6,4,hemi2,
1,"ἠ",long,7,5,hemi2,
1,"γο",short,7,5,hemi2,
1,"ρό",short,7,5,hemi2,
1,"ω",long,7,6,hemi2,
1,"ντο",long,7,6,hemi2,
2,"χρυ",long,1,1,hemi1,
2,"σέῳ",long,1,1,hemi1,
2,"ἐν",long,2,2,hemi1,
2,"δα",short,3,2,hemi1,
2,"πέ",short,3,2,hemi1,
2,"δῳ,",long,3,3,hemi1,
2,"με",short,4,3,hemi2,
2,"τὰ",short,4,3,hemi2,
2,"δέ",long,5,4,hemi2,
2,"σφι",short,6,4,hemi2,
2,"σι",short,6,4,hemi2,
2,"πό",long,7,5,hemi2,
2,"τνι",short,7,5,hemi2,
2,"α",short,7,5,hemi2,
2,"Ἥ",long,8,6,hemi2,
2,"βη",long,8,6,hemi2,
3,"νέ",long,1,1,hemi1,
3,"κταρ",short,1,1,hemi1,
3,"ἐ",short,2,1,hemi1,
3,"οι",long,2,2,hemi1,
3,"νο",short,2,2,hemi1,
3,"χό",short,2,2,hemi1,
3,"ει·",long,2,3,hemi1,
3,"τοὶ",long,3,3,hemi2,
3,"δὲ",long,4,4,hemi2,
3,"χρυ",short,5,4,hemi2,
3,"σέ",short,5,4,hemi2,
3,"οις",long,5,5,hemi2,
3,"δε",short,6,5,hemi2,
3,"πά",short,6,5,hemi2,
3,"ε",long,6,6,hemi2,
3,"σσι",long,6,6,hemi2,
4,"δει",long,1,1,hemi1,
4,"δέ",short,1,1,hemi1,
4,"χατ’",short,1,1,hemi1,
4,"ἀ",long,2,2,hemi1,
4,"λλή",long,2,2,hemi1,
4,"λους,",long,2,3,hemi1,
4,"Τρώ",long,3,3,hemi2,
4,"ων",long,3,4,hemi2,
4,"πό",short,4,4,hemi2,
4,"λιν",short,4,4,hemi2,
4,"εἰ",long,5,5,hemi2,
4,"σο",short,5,5,hemi2,
4,"ρό",short,5,5,hemi2,
4,"ω",long,5,6,hemi2,
4,"ντες·",long,5,6,hemi2,
5,"αὐ",long,1,1,hemi1,
5,"τίκ’",short,1,1,hemi1,
5,"ἐ",short,2,1,hemi1,
5,"πει",long,2,2,hemi1,
5,"ρᾶ",long,2,2,hemi1,
5,"το",long,2,3,hemi1,
5,"Κρο",short,3,3,hemi2,
5,"νί",short,3,3,hemi2,
