Line, Text, Length, Word, Foot, Half-line
1,"ὣς",long,1,1,hemi1,
1,"οἳ",long,2,1,hemi1,
1,"μὲν",long,3,2,hemi1,
1,"κα",short,4,2,hemi1,
1,"τὰ",short,4,2,hemi1,
1,"ἄ",long,5,3,hemi1,
1,"στυ",short,5,3,hemi1,
1,"πε",short,6,3,hemi2,
1,"φυ",long,6,4,hemi2,
1,"ζό",short,6,4,hemi2,
1,"τες",short,6,4,hemi2,
1,"ἠ",long,7,5,hemi2,
1,"ΰ",short,7,5,hemi2,
1,"τε",short,7,5,hemi2,
1,"νε",long,8,6,hemi2,
1,"βροὶ",long,8,6,hemi2,
2,"ἱ",long,1,1,hemi1,
2,"δρῶ",short,1,1,hemi1,
2,"ἀ",short,2,1,hemi1,
2,"πε",long,2,2,hemi1,
2,"ψύ",long,2,2,hemi1,
2,"χον",long,2,3,hemi1,
2,"το",short,2,3,hemi1,
2,"πί",short,3,3,hemi2,
2,"ον",long,3,4,hemi2,
2,"τ’ἀ",short,4,4,hemi2,
2,"κέ",short,4,4,hemi2,
2,"ον",long,4,5,hemi2,
2,"τό",short,4,5,hemi2,
2,"τε",short,5,5,hemi2,
2,"δί",long,6,6,hemi2,
2,"ψαν",long,6,6,hemi2,
3,"κε",long,1,1,hemi1,
3,"κλι",short,1,1,hemi1,
3,"μέ",short,1,1,hemi1,
3,"νοι",long,1,2,hemi1,
3,"κα",long,2,2,hemi1,
3,"λῇ",long,2,3,hemi1,
3,"σιν",short,2,3,hemi1,
3,"ἐ",short,3,3,hemi2,
3,"πάλ",long,3,4,hemi2,
3,"ξε",short,3,4,hemi2,
3,"σιν·",short,3,4,hemi2,
3,"αὐ",long,4,5,hemi2,
3,"τὰρ",short,4,5,hemi2,
3,"Ἀ",short,5,5,hemi2,
3,"χαι",long,5,6,hemi2,
3,"οὶ",long,5,6,hemi2,
4,"τεί",long,1,1,hemi1,
4,"χε",short,1,1,hemi1,
4,"ος",short,1,1,hemi1,
4,"ἆσ",long,2,2,hemi1,
4,"σον",short,2,2,hemi1,
4,"ἴ",short,3,2,hemi1,
4,"σαν",long,3,3,hemi1,
4,"σά",short,4,3,hemi2,
4,"κε’",short,4,3,hemi2,
4,"ὤ",long,5,4,hemi2,
4,"μοι",long,5,4,hemi2,
4,"σι",long,5,5,hemi2,
4,"κλί",long,6,5,hemi2,
4,"ναν",long,6,6,hemi2,
4,"τες.",long,6,6,hemi2,
5,"Ἕ",long,1,1,hemi1,
5,"κτο",short,1,1,hemi1,
5,"ρα",short,1,1,hemi1,
5,"δ’αὐ",long,2,2,hemi1,
5,"τοῦ",long,2,2,hemi1,
5,"μεῖ",long,3,3,hemi1,
5,"ναι",short,3,3,hemi1,
5,"ὀ",short,4,3,hemi2,
5,"λοι",long,4,4,hemi2,
5,"ὴ",long,4,4,hemi2,
5,"μοῖ",long,5,5,hemi2,
5,"ρα",short,5,5,hemi2,
5,"πέ",short,6,5,hemi2,
5,"δη",long,6,6,hemi2,
5,"σεν",long,6,6,hemi2,
6,"Ἰ",long,1,1,hemi1,
6,"λί",long,1,1,hemi1,
6,"ου",long,1,2,hemi1,
6,"προ",short,2,2,hemi1,
6,"πά",short,2,2,hemi1,
6,"ροι",long,2,3,hemi1,
6,"θε",short,2,3,hemi1,
6,"πυ",short,3,3,hemi2,
6,"λά",long,3,4,hemi2,
6,"ων",long,3,4,hemi2,
6,"τε",long,4,5,hemi2,
6,"Σκαι",long,5,5,hemi2,
6,"ά",long,5,6,hemi2,
6,"ων.",long,5,6,hemi2,
7,"αὐ",long,1,1,hemi1,
7,"τὰρ",long,1,1,hemi1,
7,"Πη",long,2,2,hemi1,
7,"λεί",long,2,2,hemi1,
7,"ω",long,2,3,hemi1,
7,"να",short,2,3,hemi1,
